Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021,IMD decile,Constituency Code 2024,Constituency Name 2024,Property Type
E18 1FG,Yes,51.597284,0.037755,541239,190682,TQ412906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",2021-03-01,,"Redbridge, unparished area","",,,"Greater London","Redbridge","Redbridge 009B","Urban major conurbation",London,13,4,E01003760,,E02000759,"Roding",E43000216,E00018895,E14000759,18912,1,0,2024-05-24,"South Woodford",0.929711,E,E18,"Metropolitan Police","",9F32H2WQ+W4,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10094819705,10094820246,10094820247,10094820248,10094820249,10094820250,10094820251,10094820252,10094820253,10094820254,10094820255,10094820256,10094821021,100022986721",30.2773,E01003760,"Redbridge 009B",E02000759,"Roding",E00018895,6,E14001167,"Chingford and Woodford Green",Flat
E18 1GN,Yes,51.594721,0.023103,540232,190369,TQ402903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Chingford and Woodford Green",2008-07-01,,"Redbridge, unparished area","",28,16,"Greater London","Redbridge","Redbridge 007G","Urban major conurbation",London,44,4,E01003674,,E02000757,"South Woodford High Road",E43000216,E00018496,E14000634,25801,1,0,2024-05-24,"South Woodford",0.485374,E,E18,"Metropolitan Police","Thames Water",9F32H2VF+V6,69100,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023191305,10023191306,10023191307,10023191308,10023191543,10023191544,10023191545,10023191546,10023191547,10023191548,10023191549,10023191550,10023191551,10023191552,10023191553,10023191554",31.0032,E01003674,"Redbridge 007G",E02000757,"South Woodford High Road",E00018496,8,E14001334,"Leyton and Wanstead",
E18 1HA,Yes,51.596099,0.038527,541296,190552,TQ412905,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",121,46,"Greater London","Redbridge","Redbridge 009B","Urban major conurbation",London,12,4,E01003760,,E02000759,"Roding",E43000216,E00018895,E14000759,18912,1,0,2024-05-24,"South Woodford",0.88827,E,E18,"Metropolitan Police","Thames Water",9F32H2WQ+CC,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023190794,10023193492,10023193504,10023770331,10023770332,10023770333,10023770638,10023770639,10023772577,10025170287,10025482256,10025482391,10025573597,10034921013,10034921024,10034924129,10034924130,10034924131,10090506542,10090506543,10090506544,10094820915,10094820916,10094820917,10094820918,10094820919,10094820920,10094820921,10094820922,10094820923,10094820924,10094820925,10094820926,10096145529,10096145530,10096145531,10096145532,10096145533,10096146627,10096146628,100022249720,100022249721,100022249722,100022249723,100022249724,100022249725,100022249727,100022249728,100022249729,100022249730,100022249731,100022249732,100022249733,100022249734,100022249735,100022249736,100022249737,100022249738,100022249739,100022249740,100022249741,100022249742,100022249743,100022249745,100022249746,100022249747,100022249748,100022249749,100022249750,100022249751,100022249752,100022249753,100022249754,100022249755,100022249756,100022249757,100022249758,100022249759,100022249760,100022986722,100022986723,20000237143",30.1635,E01003760,"Redbridge 009B",E02000759,"Roding",E00018895,6,E14001167,"Chingford and Woodford Green",Terraced
E18 1HB,Yes,51.594915,0.035873,541116,190415,TQ411904,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",7,2,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,14,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.662769,E,E18,"Metropolitan Police","Thames Water",9F32H2VP+X8,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189162,10023773057,10025171131,10025173190,10025574415,10034918470,10034918522,10034918523,10034923190,10034923195,10034923196,10034923197,10034923371,10034932689,10090503823,10090503900,10090503901,10090503902,10090504155,10090504355,10090504731,10090504732,10090504733,10090504734,10090504735,10090504736,10090504737,10090504738,10090504739,10090504740,10090504741,10090504742,10090504743,10090504744,10090504745,10090504746,10090504747,10090504748,10090505123,10090505348,10090505379,10090505381,10090505634,10090505635,10090506861,10090506862,10090506863,10090506864,10090506865,10090506866,10090506867,10092044592,10093035858,10093035859,10093035860,10093036624,10093036626,10093037125,10093037126,10093038773,10093038774,10093038775,10093038776,10093038777,10093038778,10093038779,10093038780,10093038781,10093038782,10093038783,10093038784,10093039184,10093039476,10093039477,10094818901,10094818902,10094818903,10094818961,10094819098,10094819100,10094819101,10094819102,10094820533,10094820534,10094820619,1009",30.253,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Other
E18 1HL,Yes,51.590783,0.033031,540932,189950,TQ409899,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",2002-07-01,,"Redbridge, unparished area","",30,13,"Greater London","Redbridge","Redbridge 009F","Urban major conurbation",London,17,4,E01003764,,E02000759,"Roding",E43000216,E00018893,E14000759,19839,1,0,2024-05-24,"South Woodford",0.361509,E,E18,"Metropolitan Police","Thames Water",9F32H2RM+86,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023191348,10023191349,10023191350,10023191351,10023191352,10023191353,10023191354,10023191355,10023191356,10023191357,10023191358,10023191359,10023773235,10023773356,10025571982,10090505334,100022246934,100022246935,100022246936,100022246937",30.1909,E01003764,"Redbridge 009F",E02000759,"Roding",E00018893,7,E14001334,"Leyton and Wanstead",Flat
E18 1HU,Yes,51.596200,0.037940,541255,190562,TQ412905,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",61,27,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,13,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.861928,E,E18,"Metropolitan Police","Thames Water",9F32H2WQ+F5,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189326,10093038866,100022260489,100022260491,100022260493,100022260495,100022260497,100022260499,100022260501,100022260503,100022260505,100022260507,100022260509,100022260511,100022260513,100022260515,100022260517,100022260519,100022260521,100022260523,100022260525,100022260526,100022260527,100022260529,100022260531,100022260533,100022260535,100022260537,100022260539",30.204,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Terraced
E18 1HX,Yes,51.595904,0.037363,541216,190528,TQ412905,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",51,23,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,14,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.810336,E,E18,"Metropolitan Police","Thames Water",9F32H2WP+9W,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022260490,100022260492,100022260494,100022260496,100022260498,100022260500,100022260502,100022260504,100022260506,100022260508,100022260510,100022260512,100022260514,100022260516,100022260518,100022260520,100022260522,100022260524,100022260528,100022260530,100022260532,100022260534,100022260536,100022260538",30.2211,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Terraced
E18 1HY,Yes,51.595469,0.037055,541196,190479,TQ411904,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",15,7,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,13,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.76488,E,E18,"Metropolitan Police","Thames Water",9F32H2WP+5R,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023773234,100022260483,100022260484,100022260485,100022260486,100022260487,100022260488",30.2145,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Semi-detached
E18 1JA,Yes,51.595989,0.035042,541055,190533,TQ410905,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",145,58,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,16,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.695099,E,E18,"Metropolitan Police","Thames Water",9F32H2WP+92,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10015380076,10023189874,10023190445,10023190786,10023773026,10023773329,10025299875,10034924134,10034924135,10034924136,10034924137,100022250929,100022250930,100022250931,100022250933,100022250934,100022250935,100022250936,100022250937,100022250938,100022250939,100022250940,100022250941,100022250945,100022250947,100022250948,100022250949,100022250950,100022250951,100022250952,100022250953,100022250954,100022250955,100022250956,100022250957,100022250958,100022250959,100022250960,100022250961,100022250962,100022250965,100022250968,100022250969,100022250970,100022250971,100022250972,100022250973,100022250974,100022250975,100022250976,100022250977,100022250978,100022250979,100022250980,100022250981,100022250982,100022250983,100022250984,100022250985,100022250986,100022250987,100022250988,100022250990,100022986728,100022987085",30.3634,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Terraced
E18 1JB,Yes,51.596654,0.037137,541198,190611,TQ411906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",24,3,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,15,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.850958,E,E18,"Metropolitan Police","Thames Water",9F32H2WP+MV,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10034924138,100022250942,100022250944,100022250946",30.2775,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Terraced
E18 1JH,Yes,51.596865,0.036410,541147,190633,TQ411906,"Greater London","Redbridge","Churchfields",E09000026,E05011238,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",12,9,"Greater London","Redbridge","Redbridge 009D","Urban major conurbation",London,16,4,E01003762,,E02000759,"Roding",E43000216,E00018892,E14000759,19879,1,0,2024-05-24,"South Woodford",0.830708,E,E18,"Metropolitan Police","Thames Water",9F32H2WP+PH,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022256090,100022256091,100022256092,100022256093,100022256094,100022256095,100022256096,100022256097,100022256098,100023684630",30.3326,E01003762,"Redbridge 009D",E02000759,"Roding",E00018892,7,E14001167,"Chingford and Woodford Green",Flat
E18 1JJ,Yes,51.591765,0.028253,540598,190050,TQ405900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",59,32,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,29,4,E01003765,,E02000759,"Roding",E43000216,E00018917,E14000759,26421,1,0,2024-05-24,"South Woodford",0.0318508,E,E18,"Metropolitan Police","Thames Water",9F32H2RH+P8,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10015337517,10023190737,10023191679,10023192283,10023192284,10023192285,10023192287,10023192288,10023192289,10023192290,10023769963,10023770404,10023770405,10023771666,10023772097,10023772138,10023772588,10023772979,10023773453,10023773454,10023773455,10023773456,10023773457,10023773458,10023773459,10023773460,10023773461,10023773462,10025571503,10034917299,10034917367,10034917375,10034917438,10034917443,10034917851,10034917869,10034921651,10034921654,10034921655,10034921657,10034921659,10034924180,10034924220,10034924221,10034924222,10034924223,10034924224,10090505327,10090505328,10090505329,10090505330,10091877932,10093036686,10093036693,10093037574,10093039440,10093039441,10093039442,10093039443,10093039444,10093039445,10093039446,10093039447,10093039448,10093039449,10094819068,10094819069,10096144106,10096146173,10096146503,10096146624,100022252377,100022252380,100022252387,100022252389,100022252393,100022252394,100022252399,100022252400,100022252401,100022252402,100022986609,100022986610,100022986611,100",30.5315,E01003765,"Redbridge 009G",E02000759,"Roding",E00018917,9,E14001334,"Leyton and Wanstead",Flat
E18 1JL,Yes,51.591832,0.028530,540617,190058,TQ406900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",4,2,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,29,4,E01003765,,E02000759,"Roding",E43000216,E00018917,E14000759,26421,1,0,2024-05-24,"South Woodford",0.0510408,E,E18,"Metropolitan Police","Thames Water",9F32H2RH+PC,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585186,10013585187,10013585188,10023192286,10023771660,10034917998,10034918006,10034918007,10034921652,10034923388,10034923389,10034923390,10034932708,10090504356,10090504357,10090505319,10090505320,10090505325,10090505326,10091975776,10093036094,10093036481,10093036827,10093036828,10093036829,10093036830,10093036831,10093036832,10093036939,10093036940,10093037014,10093038621,10093040820,100022252388,100022986573",30.5185,E01003765,"Redbridge 009G",E02000759,"Roding",E00018917,9,E14001334,"Leyton and Wanstead",Other
E18 1JN,Yes,51.592411,0.030291,540737,190126,TQ407901,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",129,51,"Greater London","Redbridge","Redbridge 009F","Urban major conurbation",London,24,4,E01003764,,E02000759,"Roding",E43000216,E00018893,E14000759,19839,1,0,2024-05-24,"South Woodford",0.188067,E,E18,"Metropolitan Police","Thames Water",9F32H2RJ+X4,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189598,10023190760,10023191704,10023191705,10023772528,10023772649,10023772679,10023772742,10023772819,10023772870,10023772955,10034921648,10034924174,10034924175,10090503815,10090503816,10090503817,10090503818,10090503819,10090506592,10090506593,10093036300,10093039194,10096143731,100022250741,100022250743,100022250745,100022250748,100022250750,100022250752,100022250754,100022250756,100022250758,100022250762,100022250767,100022250768,100022250770,100022250772,100022250773,100022250775,100022250776,100022250781,100022250782,100022250784,100022250793,100022250795,100022250797,100022250800,100022250801,100022250802,100022250803,100022250804,100022250805,100022250807,100022250808,100022250809,100022250810,100022250811,100022250812,100022250813,100022250814,100022250815,100022250816,100022250817,100022250818,100022986749,100022986935,100023683854,100023683855,100023683856,100023683857,100023683858,100023683859",30.445,E01003764,"Redbridge 009F",E02000759,"Roding",E00018893,7,E14001334,"Leyton and Wanstead",Terraced
E18 1JP,Yes,51.594562,0.031744,540831,190368,TQ408903,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",29,7,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,22,4,E01003765,,E02000759,"Roding",E43000216,E00018913,E14000759,26421,1,0,2024-05-24,"South Woodford",0.425051,E,E18,"Metropolitan Police","Thames Water",9F32H2VJ+RM,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10090505675,10096145079,100022255995,100022255996,100022255997,100022255998,100022255999,100022256000,100022256001",30.4784,E01003765,"Redbridge 009G",E02000759,"Roding",E00018913,9,E14001334,"Leyton and Wanstead",Terraced
E18 1JR,Yes,51.592995,0.033956,540989,190198,TQ409901,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",107,37,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,16,4,E01003765,,E02000759,"Roding",E43000216,E00018916,E14000759,26421,1,0,2024-05-24,"South Woodford",0.444961,E,E18,"Metropolitan Police","Thames Water",9F32H2VM+5H,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189318,10023771537,10023772915,10023773787,10023774133,100022258251,100022258252,100022258253,100022258254,100022258255,100022258256,100022258257,100022258258,100022258259,100022258260,100022258261,100022258262,100022258263,100022258264,100022258265,100022258266,100022258267,100022258268,100022258269,100022258270,100022258271,100022258272,100022258273,100022258274,100022258275,100022258276,100022258277,100022258278,100022258279,100022258280,100022258281,100022258282,100022258283,100022258284,100022258285,100022258286,100022258287,100022258288,100022258289,100022258290",30.2587,E01003765,"Redbridge 009G",E02000759,"Roding",E00018916,9,E14001334,"Leyton and Wanstead",Terraced
E18 1JS,Yes,51.593835,0.032737,540902,190289,TQ409902,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",80,28,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,20,4,E01003765,,E02000759,"Roding",E43000216,E00018913,E14000759,26421,1,0,2024-05-24,"South Woodford",0.416942,E,E18,"Metropolitan Police","Thames Water",9F32H2VM+G3,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10025175160,10025176080,10094821712,10096143810,100022251956,100022251957,100022251958,100022251959,100022251960,100022251961,100022251962,100022251963,100022251964,100022251965,100022251966,100022251967,100022251968,100022251969,100022251970,100022251971,100022251972,100022251973,100022251974,100022251975,100022251976,100022251977,100022251978,100022251979,100022251980,100022251981,100022251982,100022251983,100022251984",30.3784,E01003765,"Redbridge 009G",E02000759,"Roding",E00018913,9,E14001334,"Leyton and Wanstead",Terraced
E18 1JT,Yes,51.592821,0.031664,540831,190174,TQ408901,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",123,48,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,21,4,E01003765,,E02000759,"Roding",E43000216,E00018915,E14000759,26421,1,0,2024-05-24,"South Woodford",0.292994,E,E18,"Metropolitan Police","Thames Water",9F32H2VJ+4M,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10013585167,10013585168,10013586355,10023189208,10023773247,10023773984,10023773985,10025176081,10034917818,10034917819,10034917820,10090505679,10094821734,10096143339,100022261483,100022261485,100022261487,100022261489,100022261493,100022261497,100022261499,100022261500,100022261502,100022261504,100022261506,100022261508,100022261510,100022261512,100022261518,100022261520,100022261522,100022261525,100022261526,100022261528,100022261530,100022261532,100022261534,100022261536,100022261538,100022261540,100022261542,100022261544,100022261546,100022261548,100022261550,100022261551,100022261552,100022261553,100022261554,100022261555,100022261556,100022261557,100022261558,100022261559,100022261560,100023684720",30.3857,E01003765,"Redbridge 009G",E02000759,"Roding",E00018915,9,E14001334,"Leyton and Wanstead",Terraced
E18 1JU,Yes,51.592969,0.031298,540805,190190,TQ408901,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",98,43,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,23,4,E01003765,,E02000759,"Roding",E43000216,E00018913,E14000759,26421,1,0,2024-05-24,"South Woodford",0.280017,E,E18,"Metropolitan Police","Thames Water",9F32H2VJ+5G,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023189091,10023189210,10023773214,10034917467,10096142846,100022261475,100022261476,100022261477,100022261478,100022261479,100022261480,100022261481,100022261482,100022261484,100022261486,100022261488,100022261490,100022261492,100022261494,100022261495,100022261496,100022261498,100022261501,100022261503,100022261505,100022261507,100022261509,100022261511,100022261513,100022261514,100022261515,100022261516,100022261517,100022261519,100022261521,100022261523,100022261524,100022261527,100022261529,100022261531,100022261533,100022261535,100022261537,100022261539,100022261541,100022261543,100022261545,100022261547,100022261549,100023684719",30.4158,E01003765,"Redbridge 009G",E02000759,"Roding",E00018913,9,E14001334,"Leyton and Wanstead",Terraced
E18 1JW,Yes,51.592705,0.029929,540711,190158,TQ407901,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",68,29,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,25,4,E01003765,,E02000759,"Roding",E43000216,E00018917,E14000759,26421,1,0,2024-05-24,"South Woodford",0.187594,E,E18,"Metropolitan Police","Thames Water",9F32H2VH+3X,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023773814,10023774737,10034924176,10094819497,100022250742,100022250744,100022250746,100022250747,100022250749,100022250751,100022250753,100022250755,100022250757,100022250759,100022250763,100022250766,100022250769,100022250771,100022250774,100022250783,100022250785,100022250786,100022250787,100022250788,100022250789,100022250790,100022250791,100022250792,100022250794,100022250796,100022250806,100022987190",30.483,E01003765,"Redbridge 009G",E02000759,"Roding",E00018917,9,E14001334,"Leyton and Wanstead",Terraced
E18 1JX,Yes,51.592624,0.032553,540893,190154,TQ408901,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",49,22,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,19,4,E01003765,,E02000759,"Roding",E43000216,E00018915,E14000759,26421,1,0,2024-05-24,"South Woodford",0.339779,E,E18,"Metropolitan Police","Thames Water",9F32H2VM+22,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023190345,10023770136,10023770137,10023770138,10023770139,10023770140,10023770141,10090503739,10093036136,10093040231,100022256879,100022256880,100022256881,100022256882,100022256883,100022256884,100022256885,100022256886,100022256887,100022256888,100022256889,100022256890,100022256891,100022256892,100022256893,100022256894,100022256895,100022256896,100022987069",30.3217,E01003765,"Redbridge 009G",E02000759,"Roding",E00018915,9,E14001334,"Leyton and Wanstead",Flat
E18 1JZ,Yes,51.591983,0.032192,540870,190082,TQ408900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",111,41,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,20,4,E01003765,,E02000759,"Roding",E43000216,E00018915,E14000759,26421,1,0,2024-05-24,"South Woodford",0.297194,E,E18,"Metropolitan Police","Thames Water",9F32H2RJ+QV,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10015284278,10023189979,10034917312,100022247537,100022247538,100022247539,100022247540,100022247541,100022247542,100022247543,100022247544,100022247545,100022247546,100022247547,100022247548,100022247549,100022247550,100022247551,100022247552,100022247553,100022247554,100022247555,100022247556,100022247557,100022247558,100022247559,100022247560,100022247561,100022247562,100022247563,100022247564,100022247565,100022247566,100022247567,100022247568,100022247569,100022247570,100022247571,100022247572,100022247573,100022247574,100022247575,100022247576,100022247577",30.3076,E01003765,"Redbridge 009G",E02000759,"Roding",E00018915,9,E14001334,"Leyton and Wanstead",Terraced
E18 1LA,Yes,51.591735,0.031459,540820,190053,TQ408900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",31,16,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,21,4,E01003765,,E02000759,"Roding",E43000216,E00018915,E14000759,26421,1,0,2024-05-24,"South Woodford",0.243565,E,E18,"Metropolitan Police","Thames Water",9F32H2RJ+MH,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023771933,10034928748,10090505633,100022247672,100022247673,100022247674,100022247675,100022247676,100022247677,100022247678,100022247679,100022247680,100022247681,100022247682,100022247683,100022247684,100022247685,100022247686,100022247687",30.3377,E01003765,"Redbridge 009G",E02000759,"Roding",E00018915,9,E14001334,"Leyton and Wanstead",Flat
E18 1LD,Yes,51.591722,0.033754,540979,190056,TQ409900,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",119,49,"Greater London","Redbridge","Redbridge 009G","Urban major conurbation",London,16,4,E01003765,,E02000759,"Roding",E43000216,E00018916,E14000759,26421,1,0,2024-05-24,"South Woodford",0.401596,E,E18,"Metropolitan Police","Thames Water",9F32H2RM+MG,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10034917871,10034917872,10034924181,10034924182,10034924183,100022252794,100022252795,100022252796,100022252798,100022252799,100022252800,100022252801,100022252803,100022252804,100022252805,100022252807,100022252808,100022252809,100022252810,100022252811,100022252812,100022252813,100022252814,100022252815,100022252816,100022252817,100022252818,100022252819,100022252820,100022252821,100022252822,100022252823,100022252824,100022252825,100022252826,100022252827,100022252828,100022252829,100022252830,100022252831,100022252832,100022252833,100022252834,100022252835,100022252836,100022252837,100022252838,100022252839,100022252840,100022252841,100022252842,100022252843,100022252844,100023684606",30.1997,E01003765,"Redbridge 009G",E02000759,"Roding",E00018916,9,E14001334,"Leyton and Wanstead",Terraced
E18 1LE,Yes,51.591107,0.032512,540895,189985,TQ408899,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",129,45,"Greater London","Redbridge","Redbridge 009F","Urban major conurbation",London,18,4,E01003764,,E02000759,"Roding",E43000216,E00018893,E14000759,19839,1,0,2024-05-24,"South Woodford",0.31928,E,E18,"Metropolitan Police","Thames Water",9F32H2RM+C2,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","10023774000,10023774001,10034920996,10090504152,10090504153,10090504154,10090505456,10090506572,10090506573,10091777960,10091777961,10093038664,10094822094,10094822461,100022246878,100022246879,100022246880,100022246881,100022246882,100022246883,100022246884,100022246885,100022246886,100022246887,100022246888,100022246889,100022246890,100022246891,100022246892,100022246893,100022246894,100022246895,100022246896,100022246897,100022246898,100022246899,100022246900,100022246901,100022246902,100022246903,100022246904,100022246905,100022246906,100022246907,100022246908,100022246909,100022246910,100022246911,100022246912,100022246913,100022246914,100022246915,100022246916,100022246917,100022246918,100022246919,100022246920,100022246921,100023583135",30.2399,E01003764,"Redbridge 009F",E02000759,"Roding",E00018893,7,E14001334,"Leyton and Wanstead",Terraced
E18 1LF,Yes,51.590387,0.031890,540854,189904,TQ408899,"Greater London","Redbridge","South Woodford",E09000026,E05011252,England,E11000009,"Ilford North",1980-01-01,,"Redbridge, unparished area","",40,19,"Greater London","Redbridge","Redbridge 009F","Urban major conurbation",London,20,4,E01003764,,E02000759,"Roding",E43000216,E00018921,E14000759,19839,1,0,2024-05-24,"South Woodford",0.301699,E,E18,"Metropolitan Police","Thames Water",9F32H2RJ+5Q,62700,"","London","Outer London - East and North East","Redbridge and Waltham Forest","100022259708,100022259709,100022259710,100022259711,100022259712,100022259713,100022259714,100022259715,100022259716,100022259717,100022259718,100022259719,100022259720,100022259721,100022259722,100022259723,100022259724,100022259725,100022259726,100023684403",30.2375,E01003764,"Redbridge 009F",E02000759,"Roding",E00018921,7,E14001334,"Leyton and Wanstead",Flat
